,language,chipID,chipRow,chipColumn,term,srgbR,srgbG,srgbB
1763,6,114,H,23,SN,0.0,83.3646,88.72725
1764,6,115,H,1,HN,138.55935,26.6679,55.24065
1765,6,116,C,27,HA,166.04325,208.9878,225.47355
1766,6,117,I,6,SI,73.87095,41.2233,23.15655
1767,6,118,D,38,HN,241.38299999999998,146.7882,181.65945
1768,6,119,E,20,YA,0.0,171.3906,137.7663
1769,6,120,B,31,HA,226.74855,229.1226,239.64135
1770,6,121,E,4,HN,243.1323,107.3601,47.22345
1771,6,122,G,17,SN,0.0,116.0709,56.42895
1772,6,123,G,25,YA,0.0,107.6508,125.4702
1773,6,124,C,14,HS,182.39385,215.2455,68.1513
1774,6,125,E,5,HN,239.80455,111.6135,0.0
1775,6,126,D,40,HN,235.42365,152.42625,162.2718
1776,6,127,I,21,SI,6.85695,56.21475,51.1989
1777,6,128,C,12,HS,212.18805,208.18200000000002,0.0
1778,6,129,B,1,HA,242.1378,225.77445,225.38175
1779,6,130,H,12,SI,75.57945,74.3376,29.3046
1780,6,131,H,35,HN,110.81025,45.07125,116.7492
1781,6,132,G,4,HN,180.3411,48.9039,0.0
1782,6,133,H,18,SN,0.0,86.3073,54.71025
1783,6,134,I,5,SI,76.12005,39.4893,28.95525
1784,6,135,G,37,HN,159.72435,57.3954,126.7044
1785,6,136,E,23,YA,0.0,166.9434,167.18055
1786,6,137,H,15,YA,45.88725,81.1614,26.78265
1787,6,138,D,28,SN,106.5288,184.36245,228.4137
1788,6,139,C,33,HA,206.71575,198.0228,225.70815
1789,6,140,H,28,YA,0.0,78.84855,125.09025
1790,6,141,A,0,HA,243.38475,243.48675,243.3363
1791,6,142,C,31,HA,194.9169,201.25875,228.61515
1792,6,143,D,14,HS,150.59025,189.6741,0.0
1793,6,144,I,32,SI,56.59725,38.54325,95.98200000000001
1794,6,145,D,20,SN,72.74895,195.1056,164.2506
1795,6,146,D,10,HS,206.21085,173.39745,0.0
1796,6,147,E,21,SN,9.1596,167.8767,147.47925
1797,6,148,G,2,HN,187.0935,32.6706,51.6273
1798,6,149,C,16,SN,147.6552,219.912,136.34085
1799,6,150,I,34,SI,72.7209,31.9056,86.64135
1800,6,151,D,2,HN,238.74375,152.34465,145.62795
1801,6,152,D,35,HN,208.5696,159.3036,209.2173
1802,6,153,E,28,YA,39.06855,159.02055,214.91145
1803,6,154,G,0,SI,97.15755,97.2009,97.13715
1804,6,155,H,9,SI,88.5819,69.6711,31.5231
1805,6,156,G,20,SN,0.0,116.6064,90.3618
1806,6,157,H,7,SI,103.8768,63.0105,17.0595
1807,6,158,B,30,HA,223.47435,230.04825,239.9703
1808,6,159,C,7,HS,253.878,189.771,113.81925
1809,6,160,C,39,HN,247.05165,186.03525,198.28545
1810,6,161,D,19,SN,80.67945,194.98575,156.26655
1811,6,162,G,40,HN,184.88775,29.9115,85.935
1812,6,163,G,23,SN,0.0,112.91145,118.57245
1813,6,164,F,29,SN,0.0,129.20085,205.12965
1814,6,165,G,13,HS,93.17445,102.51,23.816999999999997
1815,6,166,I,27,SI,0.0,55.1208,84.5733
1816,6,167,D,33,HA,183.5286,168.54225,211.25985
1817,6,168,H,19,SN,0.0,88.9185,60.3381
1818,6,169,F,27,YA,13.8618,132.9162,172.00005
1819,6,170,I,24,SI,0.0,55.45485,63.6276
1820,6,171,G,14,SN,83.70885,104.652,32.5737
1821,6,172,B,29,HA,221.10285,230.72655,239.9907
1822,6,173,E,40,HN,232.18515,109.47915,132.38835
1823,6,174,C,8,HS,255.0,188.4705,0.0
1824,6,175,C,25,SN,155.72595,211.89735,218.8716
1825,6,176,E,2,HN,235.77555,109.5735,105.96525
1826,6,177,B,13,HS,227.6793,236.46915,142.1421
1827,6,178,H,29,SI,0.0,76.3827,140.01795
1828,6,179,I,3,HN,97.21365,18.79095,28.77165
1829,6,180,E,18,SN,0.0,170.9826,118.50105
1830,6,181,E,9,HS,186.14745,142.74645,0.0
1831,6,182,I,40,HN,94.1562,18.564,53.60865
1832,6,183,G,9,HS,120.9873,93.06735,26.39505
1833,6,184,G,34,YA,125.9292,77.78775,147.7062
1834,6,185,F,7,HS,173.8182,107.96955,0.2295
1835,6,186,D,24,SN,101.1891,189.14115,194.5905
1836,6,187,D,7,HS,244.6521,155.77695,0.0
1837,6,188,F,26,YA,0.0,135.25455,167.68035
1838,6,189,C,29,HA,164.9136,206.907,245.13405
1839,6,190,C,38,SA,244.26195,186.5274,204.68595
1840,6,191,G,22,SN,0.0,113.42399999999999,109.85655
1841,6,192,F,33,YA,140.3367,108.4107,180.85365
1842,6,193,D,12,HS,184.8087,180.8409,0.0
1843,6,194,I,2,HN,97.55535,16.625999999999998,37.66095
1844,6,195,F,15,SN,74.42685,138.4395,11.1996
1845,6,196,C,21,SN,128.20635,218.78235,197.6658
1846,6,197,E,34,HA,170.3757,136.1802,191.352
1847,6,198,I,12,SI,50.8572,50.3523,33.62685
1848,6,199,B,17,HA,208.95465,236.4972,214.41675
1849,6,200,D,26,SN,109.5837,186.49935,207.5394
1850,6,201,C,2,HN,252.26895,185.7267,178.7193
1851,6,202,F,17,SN,0.0,146.0844,69.9567
1852,6,203,F,37,HN,188.6643,85.9962,151.2864
1853,6,204,I,7,SI,70.93335,43.1154,17.7582
1854,6,205,G,32,YA,101.9847,85.8993,159.96915
1855,6,206,B,15,HA,218.8716,234.804,203.53335
1856,6,207,F,38,HN,197.07165,82.0641,134.46405
1857,6,208,F,8,HS,165.5715,112.5213,0.0
1858,6,209,H,22,SN,0.0,83.6247,82.1967
1859,6,210,I,4,SI,86.7612,31.6761,26.3925
1860,6,211,E,26,SN,29.2536,162.43245,193.69799999999998
1861,6,212,D,6,HS,255.0,148.84605,0.0
1862,6,213,D,32,HA,174.69795,170.93415,214.6743
1863,6,214,C,13,HS,196.3857,212.69295,0.0
1864,6,215,D,36,HA,216.60465,156.84795,201.4347
1865,6,216,H,13,SI,69.62775,75.95685,31.9464
1866,6,217,C,1,HA,251.0322,185.62215,185.46405
1867,6,218,E,12,HS,156.7128,153.6936,0.0
1868,6,219,B,20,HA,204.33405,236.75475,224.34645
1869,6,220,F,31,SI,105.88875,118.2333,189.90615
1870,6,221,B,23,HA,204.3417,235.9107,233.07255
1871,6,222,G,33,SI,116.35395,81.32715,153.5049
1872,6,223,F,20,SN,0.0,143.8506,113.8524
1873,6,224,B,37,HA,238.4148,226.34055,231.7338
1874,6,225,F,11,HS,137.36085,124.01415,0.0
1875,6,226,H,25,SN,0.0,81.9621,101.337
1876,6,227,I,14,SI,46.0887,51.43605,37.6533
1877,6,228,I,28,SI,0.0,53.74635,86.79435
1878,6,229,C,19,SN,133.67355,219.02205,184.7985
1879,6,230,B,2,HA,242.94105,225.7107,223.37235
1880,6,231,F,35,HN,162.1137,100.8933,165.58425
1881,6,232,G,10,HS,114.99225,95.574,20.93295
1882,6,233,E,31,YA,135.4509,146.03085,203.0973
1883,6,234,G,18,SN,0.0,116.5044,72.08595
1884,6,235,G,30,YA,6.68355,98.24895,177.99765
1885,6,236,E,13,HS,143.3967,157.4523,0.0
1886,6,237,C,5,SA,251.532,188.26395,153.1785
1887,6,238,F,23,SN,0.0,139.65075,142.3461
1888,6,239,D,39,HN,232.7283,152.7858,171.59715
1889,6,240,H,5,HN,120.91845,51.65535,14.29785
1890,6,241,B,35,HA,235.52565,226.9347,234.89325
1891,6,242,B,11,HS,242.35455,232.13925,140.0154
1892,6,243,I,39,HN,92.08305,20.0277,59.6343
1893,6,244,B,26,HA,211.293,233.54175,238.8279
1894,6,245,G,3,HN,185.21415,38.913000000000004,32.5992
1895,6,246,E,22,SN,0.0,167.52225,158.2581
1896,6,247,F,32,SI,126.14595,112.74825,186.40755
1897,6,248,I,15,SI,34.19295,54.77145,26.2854
1898,6,249,H,21,SN,0.0,83.89245,74.6844
1899,6,250,I,33,SI,66.5652,34.7769,90.8106
1900,6,251,C,17,SN,127.25265,222.0795,155.95035
1901,6,252,B,39,HA,240.7047,225.96315,228.1842
1902,6,253,D,21,SN,64.9128,195.10305,172.0383
1903,6,254,D,30,YA,140.505,177.5616,232.09845
1904,6,255,I,9,SI,57.74985,48.1389,32.11725
1905,6,256,E,1,HN,234.56175,109.1451,119.39355
1906,6,257,H,27,SN,0.0,79.10865,109.8234
1907,6,258,D,11,HS,195.17445,177.4341,0.0
1908,6,259,H,4,HN,135.18315,36.56955,16.58775
1909,6,260,B,14,HA,222.8037,236.07135,172.0995
1910,6,261,E,6,HS,218.19075,126.0873,21.02475
1911,6,262,B,33,HA,230.97645,227.94705,238.69785
1912,6,263,E,0,HA,148.9557,149.0169,148.9251
1913,6,264,C,28,HA,173.19855,207.08805,227.6742
1914,6,265,H,17,SN,0.0,86.0013,44.96415
1915,6,266,G,5,HN,157.4064,72.4455,15.44535
1916,6,267,I,38,HN,89.73195,21.58065,65.44575
1917,6,268,D,17,SN,73.08555,197.87745,122.60145
1918,6,269,F,36,HN,179.8311,90.1374,163.7559
1919,6,270,E,7,HS,209.202,131.6769,0.0
1920,6,271,I,19,SI,0.0,58.9305,42.55695
1921,6,272,B,28,HA,216.94635,231.9123,239.8122
1922,6,273,E,35,HN,189.40125,127.5204,192.08385
1923,6,274,B,0,HA,229.347,229.42095,229.27815
1924,6,275,E,11,HS,166.28805,150.55965,0.0
1925,6,276,G,38,HN,166.96635,52.9839,111.91695
1926,6,277,H,26,SN,0.0,80.6616,106.2891
1927,6,278,D,4,HN,250.9149,148.43295,108.73965
1928,6,279,H,31,SI,56.09235,62.3526,151.06965
1929,6,280,F,14,SN,105.111,132.7479,23.51355
1930,6,281,G,21,SN,0.0,113.6994,99.5418
1931,6,282,E,16,SN,50.9031,171.1254,52.8513
1932,6,283,H,6,SI,108.45915,60.1086,24.61515
1933,6,284,B,24,HA,205.8054,235.33185,235.18395
1934,6,285,C,37,HN,239.4756,187.578,213.0423
1935,6,286,B,32,HA,229.35975,228.42645,238.8228
1936,6,287,F,9,HS,153.66555,117.5805,13.719000000000001
1937,6,288,F,3,HN,216.94635,71.80035,53.87385
1938,6,289,D,23,SN,100.65105,189.9444,187.4148
1939,6,290,B,6,HA,245.7792,225.99885,210.41835
1940,6,291,F,30,YA,52.85385,124.80975,205.73655
1941,6,292,C,40,HN,249.2013,185.81085,191.5356
1942,6,293,B,19,HA,205.14495,236.8032,221.6715
1943,6,294,B,27,HA,214.6488,232.5855,239.37615
1944,6,295,G,8,SI,127.02825,90.2343,32.7369
1945,6,296,H,33,SI,94.3092,53.22105,128.775
1946,6,297,C,9,HS,253.8372,193.51695,0.0
1947,6,298,F,2,HN,217.65015,69.0744,74.36565
1948,6,299,F,19,SN,0.0,143.80725,104.78715
1949,6,300,D,0,HA,175.3278,175.38135,175.2717
1950,6,301,F,21,SN,0.0,143.91945,123.8637
1951,6,302,B,3,HA,243.9228,225.6036,221.13345
1952,6,303,C,30,HA,175.542,204.20655,246.65895
1953,6,304,F,13,SN,118.0446,129.79755,0.8262
1954,6,305,I,37,HN,86.41185,23.83485,71.6142
1955,6,306,C,15,SN,156.52155,220.1211,94.0236
1956,6,307,F,25,SN,0.0,137.3685,160.03545
1957,6,308,E,33,SA,161.3181,138.79905,196.7784
1958,6,309,H,11,SI,80.1363,72.88155,28.98075
1959,6,310,E,19,SN,0.0,171.2019,128.6271
1960,6,311,G,27,SN,0.0,106.48035,147.1044
1961,6,312,I,0,SI,49.4445,49.47,49.43175
1962,6,313,I,31,SI,39.7749,39.92025,112.03935
1963,6,314,B,38,HA,239.73825,226.11615,229.7703
1964,6,315,D,16,SN,105.3813,195.5442,96.16815
1965,6,316,F,22,SN,0.0,140.16585,133.77555
1966,6,317,H,37,HN,124.9092,35.88105,99.27405
1967,6,318,D,5,HS,246.75075,151.7097,95.0436
1968,6,319,B,36,HA,237.00975,226.6236,233.35305
1969,6,320,F,12,HS,129.2391,126.66615,0.0
1970,6,321,F,1,HN,216.8061,67.82235,92.63385
1971,6,322,D,29,SN,125.45235,180.82305,230.9229
1972,6,323,H,20,SN,0.0,86.54700000000001,68.1309
1973,6,324,B,4,HA,244.61895,225.59085,218.892
1974,6,325,H,36,HN,117.60345,40.80765,109.956
1975,6,326,D,9,HS,218.5809,168.27705,0.0
1976,6,327,B,25,HA,208.3911,234.4368,237.5019
1977,6,328,H,16,YA,33.303000000000004,82.41345,38.5152
1978,6,329,G,7,HS,138.4344,84.9558,13.77
1979,6,330,B,22,HA,203.8674,236.3799,229.5
1980,7,1,E,29,TA,78.57825,154.92015,217.9842
1981,7,2,C,23,TA,154.2138,213.16215,209.42385
1982,7,3,F,4,J,219.04245,71.68815,0.0
1983,7,4,I,36,T,73.7664,35.22825,70.8339
1984,7,5,C,20,TA,130.28205,218.97615,191.75745
1985,7,6,C,6,J,247.5489,190.59465,144.9879
1986,7,7,E,15,TC,90.8871,167.7543,0.0
1987,7,8,H,40,CH,136.99365,27.0453,66.23625
1988,7,9,G,6,J,144.14895,81.3144,27.2085
1989,7,10,I,30,TJ,0.0,49.1589,102.71655
1990,7,11,I,22,TA,2.6469,56.049,55.896
1991,7,12,C,11,J,222.7017,204.76755,0.0
1992,7,13,I,18,C,0.0,58.90755,37.9797
1993,7,14,I,26,TA,3.79185,54.3609,69.66855
1994,7,15,C,35,CH,226.7715,190.9899,226.2615
1995,7,16,C,0,N,202.0212,202.0926,201.9549
1996,7,17,E,3,J,235.4517,111.3075,88.8777
1997,7,18,I,11,NT,53.1216,49.71735,32.4564
1998,7,19,E,27,TA,59.1498,159.8799,198.4002
1999,7,20,F,16,C,0.0,143.81235,23.50845
2000,7,21,E,39,CH,228.47745,110.51700000000001,146.03595
2001,7,22,B,10,J,248.7831,229.95135,141.678
2002,7,23,F,34,T,150.95745,104.90445,174.47355
2003,7,24,H,10,NT,84.4407,71.3337,29.74065
2004,7,25,G,24,TA,0.0,108.73965,119.82705
2005,7,26,H,30,TJ,0.0,72.6495,140.6988
2006,7,27,B,5,N,245.7282,225.58575,215.0313
2007,7,28,E,38,CH,212.0223,120.41865,156.4017
2008,7,29,D,18,C,88.54875,194.78175,147.7062
2009,7,30,F,6,J,186.915,100.266,0.0
2010,7,31,C,24,TA,154.16025,212.66235,214.50345
2011,7,32,E,36,CH,198.0942,124.6236,182.20005
2012,7,33,D,15,C,129.32325,192.6372,70.9002
2013,7,34,F,28,TA,0.0,132.1461,188.4297
2014,7,35,D,3,J,252.95235,146.0283,124.3023
2015,7,36,I,20,C,0.0,58.9152,47.0577
2016,7,37,E,30,TA,102.43095,151.07475,218.6778
2017,7,38,G,39,CH,171.1662,50.64555,99.18225
2018,7,39,G,16,C,36.44715,111.5268,41.64915
2019,7,40,E,25,TA,0.0,164.7096,185.67315
2020,7,41,H,3,WE,147.8643,6.6555,22.19265
2021,7,42,E,10,J,175.9245,147.0024,0.0
2022,7,43,I,29,TJ,0.10455,51.6069,88.54365
2023,7,44,B,40,N,241.38299999999998,225.88665,226.74345
2024,7,45,E,17,C,33.3948,170.3553,100.1334
2025,7,46,F,0,TA,122.85645,122.89215,122.80799999999999
2026,7,47,I,17,C,22.51905,55.8654,38.0562
2027,7,48,E,8,J,199.31055,137.0523,0.0
2028,7,49,D,25,TA,103.428,188.1135,201.26895
2029,7,50,I,35,T,70.3239,36.72,74.18715
2030,7,51,H,8,JU,99.02925,65.7288,7.9611
2031,7,52,B,16,TA,213.34575,235.8393,208.8603
2032,7,53,H,39,CH,133.6812,29.7126,77.8362
2033,7,54,G,15,C,58.1553,109.6194,19.8849
2034,7,55,E,24,TA,0.0,165.92595,177.0108
2035,7,56,C,4,J,253.59495,186.6855,161.38695
2036,7,57,H,24,TA,0.0,82.7475,95.64795
2037,7,58,F,10,J,145.80135,120.87765,0.0
2038,7,59,C,34,CH,210.93345,196.9518,223.23465
2039,7,60,I,25,TJ,0.0,55.01625,66.75135
2040,7,61,H,2,WE,138.7863,28.45545,43.04145
2041,7,62,E,32,TA,149.5677,142.2543,200.4198
2042,7,63,D,1,CH,237.3387,152.27325,154.02
2043,7,64,G,29,TA,0.0,101.95155,164.1741
2044,7,65,F,39,CH,211.446,69.3192,122.5989
2045,7,66,B,8,N,243.18075,227.6079,202.05435
2046,7,67,C,18,C,137.92695,218.8818,177.77835
2047,7,68,E,37,CH,205.1067,122.50965,170.5593
2048,7,69,G,12,C,101.9694,100.09515,17.59245
2049,7,70,C,32,N,201.16185,199.58595,227.1183
2050,7,71,I,1,JU,96.2115,17.05185,46.2672
2051,7,72,G,19,C,0.0,116.56305,81.6255
2052,7,73,H,34,T,103.1322,49.13085,123.21855
2053,7,74,C,26,TA,160.80555,210.3852,223.16325
2054,7,75,I,16,C,28.2846,55.437,32.3493
2055,7,76,F,5,J,201.17715,89.78295,0.0
2056,7,77,F,24,TA,0.0,138.6792,152.19675
2057,7,78,C,36,CH,233.46015,189.0927,220.69995
2058,7,79,H,0,NT,72.39705,72.4149,72.36135
2059,7,80,G,28,TA,0.0,105.67965,162.10605
2060,7,81,E,14,C,127.3011,161.19825,0.0
2061,7,82,D,22,TA,56.46465,194.77665,182.47799999999998
2062,7,83,B,9,J,249.56085,227.7864,172.4514
2063,7,84,C,3,CH,253.75305,185.81085,170.60775
2064,7,85,F,18,C,0.0,143.61345,94.74015
2065,7,86,D,37,CH,234.6153,148.53495,196.42905
2066,7,87,I,13,NT,48.1746,51.0051,35.6439
2067,7,88,G,36,T,151.21755,62.46735,138.55425
2068,7,89,J,0,NT,38.9028,38.9283,38.8926
2069,7,90,I,23,C,0.14535,55.84245,59.48385
2070,7,91,D,13,TC,169.3863,185.2422,0.0
2071,7,92,B,7,N,245.2386,226.58025,206.01705
2072,7,93,G,26,TA,0.0,108.78555,142.88925
2073,7,94,I,8,NT,60.1239,47.14695,33.39225
2074,7,95,B,18,TA,206.70555,236.7012,218.5095
2075,7,96,C,10,J,236.0943,200.4351,0.0
2076,7,97,H,32,T,80.3097,58.51485,135.1602
2077,7,98,G,1,CH,186.9966,28.7691,71.34135
2078,7,99,D,34,TA,190.3014,166.7037,207.4629
2079,7,100,C,22,TA,154.0251,213.73335,203.8878
2080,7,101,H,38,CH,130.08315,32.2116,88.4034
2081,7,102,D,31,TA,164.6739,173.63715,216.57405
2082,7,103,G,11,C,108.55605,97.95315,17.69445
2083,7,104,D,27,TA,118.7943,184.60215,210.96405
2084,7,105,G,35,T,135.30555,74.001,139.995
2085,7,106,B,12,J,236.63235,233.9319,139.8981
2086,7,107,B,34,N,232.3611,227.64105,237.5529
2087,7,108,B,21,TA,203.73225,236.68845,226.62105
2088,7,109,G,31,TJ,76.82895,89.8365,176.7099
2089,7,110,D,8,J,233.2434,161.90205,0.0
2090,7,111,H,14,C,63.6429,77.27775,37.0005
2091,7,112,F,40,CH,214.76865,68.04675,107.44425
2092,7,113,I,10,NT,55.54155,48.94725,31.83675
2093,7,114,H,23,C,0.0,83.3646,88.72725
2094,7,115,H,1,WE,138.55935,26.6679,55.24065
2095,7,116,C,27,TA,166.04325,208.9878,225.47355
2096,7,117,I,6,JU,73.87095,41.2233,23.15655
2097,7,118,D,38,CH,241.38299999999998,146.7882,181.65945
2098,7,119,E,20,C,0.0,171.3906,137.7663
2099,7,120,B,31,N,226.74855,229.1226,239.64135
2100,7,121,E,4,J,243.1323,107.3601,47.22345
2101,7,122,G,17,C,0.0,116.0709,56.42895
2102,7,123,G,25,TA,0.0,107.6508,125.4702
2103,7,124,C,14,TC,182.39385,215.2455,68.1513
2104,7,125,E,5,J,239.80455,111.6135,0.0
2105,7,126,D,40,CH,235.42365,152.42625,162.2718
2106,7,127,I,21,NT,6.85695,56.21475,51.1989
2107,7,128,C,12,J,212.18805,208.18200000000002,0.0
2108,7,129,B,1,N,242.1378,225.77445,225.38175
2109,7,130,H,12,W,75.57945,74.3376,29.3046
2110,7,131,H,35,T,110.81025,45.07125,116.7492
2111,7,132,G,4,WE,180.3411,48.9039,0.0
2112,7,133,H,18,C,0.0,86.3073,54.71025
2113,7,134,I,5,JU,76.12005,39.4893,28.95525
2114,7,135,G,37,CH,159.72435,57.3954,126.7044
2115,7,136,E,23,TA,0.0,166.9434,167.18055
2116,7,137,H,15,C,45.88725,81.1614,26.78265
2117,7,138,D,28,TA,106.5288,184.36245,228.4137
2118,7,139,C,33,N,206.71575,198.0228,225.70815
2119,7,140,H,28,TJ,0.0,78.84855,125.09025
2120,7,141,A,0,N,243.38475,243.48675,243.3363
2121,7,142,C,31,TA,194.9169,201.25875,228.61515
2122,7,143,D,14,C,150.59025,189.6741,0.0
2123,7,144,I,32,T,56.59725,38.54325,95.98200000000001
2124,7,145,D,20,C,72.74895,195.1056,164.2506
2125,7,146,D,10,J,206.21085,173.39745,0.0
2126,7,147,E,21,TA,9.1596,167.8767,147.47925
2127,7,148,G,2,WE,187.0935,32.6706,51.6273
2128,7,149,C,16,C,147.6552,219.912,136.34085
2129,7,150,I,34,T,72.7209,31.9056,86.64135
2130,7,151,D,2,CH,238.74375,152.34465,145.62795
2131,7,152,D,35,CH,208.5696,159.3036,209.2173
2132,7,153,E,28,TA,39.06855,159.02055,214.91145
2133,7,154,G,0,NT,97.15755,97.2009,97.13715
2134,7,155,H,9,JU,88.5819,69.6711,31.5231
2135,7,156,G,20,C,0.0,116.6064,90.3618
2136,7,157,H,7,JU,103.8768,63.0105,17.0595
2137,7,158,B,30,N,223.47435,230.04825,239.9703
2138,7,159,C,7,J,253.878,189.771,113.81925
2139,7,160,C,39,CH,247.05165,186.03525,198.28545
2140,7,161,D,19,C,80.67945,194.98575,156.26655
2141,7,162,G,40,CH,184.88775,29.9115,85.935
2142,7,163,G,23,TA,0.0,112.91145,118.57245
2143,7,164,F,29,TA,0.0,129.20085,205.12965
2144,7,165,G,13,C,93.17445,102.51,23.816999999999997
2145,7,166,I,27,TJ,0.0,55.1208,84.5733
2146,7,167,D,33,CH,183.5286,168.54225,211.25985
2147,7,168,H,19,C,0.0,88.9185,60.3381
2148,7,169,F,27,TA,13.8618,132.9162,172.00005
2149,7,170,I,24,NT,0.0,55.45485,63.6276
2150,7,171,G,14,C,83.70885,104.652,32.5737
2151,7,172,B,29,N,221.10285,230.72655,239.9907
2152,7,173,E,40,CH,232.18515,109.47915,132.38835
2153,7,174,C,8,J,255.0,188.4705,0.0
2154,7,175,C,25,TA,155.72595,211.89735,218.8716
2155,7,176,E,2,CH,235.77555,109.5735,105.96525
2156,7,177,B,13,J,227.6793,236.46915,142.1421
2157,7,178,H,29,TJ,0.0,76.3827,140.01795
2158,7,179,I,3,JU,97.21365,18.79095,28.77165
2159,7,180,E,18,C,0.0,170.9826,118.50105
2160,7,181,E,9,J,186.14745,142.74645,0.0
2161,7,182,I,40,T,94.1562,18.564,53.60865
2162,7,183,G,9,J,120.9873,93.06735,26.39505
2163,7,184,G,34,T,125.9292,77.78775,147.7062
2164,7,185,F,7,J,173.8182,107.96955,0.2295
2165,7,186,D,24,TA,101.1891,189.14115,194.5905
2166,7,187,D,7,J,244.6521,155.77695,0.0
2167,7,188,F,26,TA,0.0,135.25455,167.68035
2168,7,189,C,29,TA,164.9136,206.907,245.13405
2169,7,190,C,38,CH,244.26195,186.5274,204.68595
2170,7,191,G,22,C,0.0,113.42399999999999,109.85655
2171,7,192,F,33,T,140.3367,108.4107,180.85365
2172,7,193,D,12,J,184.8087,180.8409,0.0
2173,7,194,I,2,JU,97.55535,16.625999999999998,37.66095
2174,7,195,F,15,C,74.42685,138.4395,11.1996
2175,7,196,C,21,TA,128.20635,218.78235,197.6658
2176,7,197,E,34,T,170.3757,136.1802,191.352
2177,7,198,I,12,NT,50.8572,50.3523,33.62685
2178,7,199,B,17,TA,208.95465,236.4972,214.41675
2179,7,200,D,26,TA,109.5837,186.49935,207.5394
2180,7,201,C,2,CH,252.26895,185.7267,178.7193
2181,7,202,F,17,C,0.0,146.0844,69.9567
2182,7,203,F,37,CH,188.6643,85.9962,151.2864
2183,7,204,I,7,JU,70.93335,43.1154,17.7582
2184,7,205,G,32,T,101.9847,85.8993,159.96915
2185,7,206,B,15,N,218.8716,234.804,203.53335
2186,7,207,F,38,CH,197.07165,82.0641,134.46405
2187,7,208,F,8,J,165.5715,112.5213,0.0
2188,7,209,H,22,C,0.0,83.6247,82.1967
2189,7,210,I,4,JU,86.7612,31.6761,26.3925
2190,7,211,E,26,TA,29.2536,162.43245,193.69799999999998
2191,7,212,D,6,J,255.0,148.84605,0.0
2192,7,213,D,32,TA,174.69795,170.93415,214.6743
2193,7,214,C,13,TC,196.3857,212.69295,0.0
2194,7,215,D,36,CH,216.60465,156.84795,201.4347
2195,7,216,H,13,W,69.62775,75.95685,31.9464
2196,7,217,C,1,CH,251.0322,185.62215,185.46405
2197,7,218,E,12,C,156.7128,153.6936,0.0
2198,7,219,B,20,TA,204.33405,236.75475,224.34645
2199,7,220,F,31,TJ,105.88875,118.2333,189.90615
2200,7,221,B,23,TA,204.3417,235.9107,233.07255
2201,7,222,G,33,T,116.35395,81.32715,153.5049
2202,7,223,F,20,C,0.0,143.8506,113.8524
2203,7,224,B,37,N,238.4148,226.34055,231.7338
2204,7,225,F,11,J,137.36085,124.01415,0.0
2205,7,226,H,25,TJ,0.0,81.9621,101.337
2206,7,227,I,14,NT,46.0887,51.43605,37.6533
2207,7,228,I,28,TJ,0.0,53.74635,86.79435
2208,7,229,C,19,TA,133.67355,219.02205,184.7985
2209,7,230,B,2,CH,242.94105,225.7107,223.37235
2210,7,231,F,35,T,162.1137,100.8933,165.58425
2211,7,232,G,10,J,114.99225,95.574,20.93295
2212,7,233,E,31,TA,135.4509,146.03085,203.0973
2213,7,234,G,18,C,0.0,116.5044,72.08595
2214,7,235,G,30,TJ,6.68355,98.24895,177.99765
2215,7,236,E,13,TC,143.3967,157.4523,0.0
2216,7,237,C,5,J,251.532,188.26395,153.1785
2217,7,238,F,23,TA,0.0,139.65075,142.3461
2218,7,239,D,39,CH,232.7283,152.7858,171.59715
2219,7,240,H,5,JU,120.91845,51.65535,14.29785
2220,7,241,B,35,N,235.52565,226.9347,234.89325
2221,7,242,B,11,J,242.35455,232.13925,140.0154
2222,7,243,I,39,T,92.08305,20.0277,59.6343
2223,7,244,B,26,TA,211.293,233.54175,238.8279
2224,7,245,G,3,WE,185.21415,38.913000000000004,32.5992
2225,7,246,E,22,TA,0.0,167.52225,158.2581
2226,7,247,F,32,T,126.14595,112.74825,186.40755
2227,7,248,I,15,NT,34.19295,54.77145,26.2854
2228,7,249,H,21,C,0.0,83.89245,74.6844
2229,7,250,I,33,T,66.5652,34.7769,90.8106
2230,7,251,C,17,C,127.25265,222.0795,155.95035
2231,7,252,B,39,N,240.7047,225.96315,228.1842
2232,7,253,D,21,TA,64.9128,195.10305,172.0383
2233,7,254,D,30,TA,140.505,177.5616,232.09845
2234,7,255,I,9,NT,57.74985,48.1389,32.11725
2235,7,256,E,1,CH,234.56175,109.1451,119.39355
2236,7,257,H,27,TA,0.0,79.10865,109.8234
2237,7,258,D,11,J,195.17445,177.4341,0.0
2238,7,259,H,4,WE,135.18315,36.56955,16.58775
2239,7,260,B,14,J,222.8037,236.07135,172.0995
2240,7,261,E,6,J,218.19075,126.0873,21.02475
2241,7,262,B,33,N,230.97645,227.94705,238.69785
2242,7,263,E,0,TA,148.9557,149.0169,148.9251
2243,7,264,C,28,TA,173.19855,207.08805,227.6742
2244,7,265,H,17,C,0.0,86.0013,44.96415
2245,7,266,G,5,J,157.4064,72.4455,15.44535
2246,7,267,I,38,T,89.73195,21.58065,65.44575
2247,7,268,D,17,C,73.08555,197.87745,122.60145
2248,7,269,F,36,CH,179.8311,90.1374,163.7559
2249,7,270,E,7,J,209.202,131.6769,0.0
2250,7,271,I,19,C,0.0,58.9305,42.55695
2251,7,272,B,28,N,216.94635,231.9123,239.8122
